Supplementary Data 7. Differential gene expression between clone #1 and clone #2 in Table 1,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Diff
AC245407.2,0.764186427,-0.02760396,0.17,0.157,1,-0.013
ZFP91,0.764267291,-0.015581989,0.163,0.152,1,-0.011
DOCK8,0.764362906,-0.059186605,0.258,0.236,1,-0.022
ATP5MC1,0.764465046,-0.033849233,0.227,0.207,1,-0.02
SLC7A5,0.764972929,-0.229696351,0.125,0.113,1,-0.012
DCP2,0.765052855,-0.135752096,0.14,0.145,1,0.005
NDUFB3,0.765092713,-0.067983535,0.216,0.196,1,-0.02
PLSCR3,0.765331461,-0.147286611,0.273,0.27,1,-0.003
ZFC3H1,0.765591954,0.080033657,0.201,0.188,1,-0.013
SMAP1,0.765809934,-0.082023304,0.258,0.238,1,-0.02
TSEN15,0.765997039,-0.130645782,0.163,0.149,1,-0.014
CCNT1,0.766170871,-0.203811978,0.102,0.106,1,0.004
MAP4K4,0.766247169,-0.179102463,0.136,0.138,1,0.002
INO80D,0.766321773,-0.243732069,0.098,0.101,1,0.003
TCP1,0.766764565,-0.19114973,0.167,0.169,1,0.002
MMGT1,0.767571526,-0.038484229,0.144,0.134,1,-0.01
RNF4,0.76914921,-0.026894492,0.178,0.165,1,-0.013
HECTD1,0.770531415,-0.186974192,0.182,0.166,1,-0.016
TRAPPC1,0.770766977,-0.116532557,0.527,0.493,1,-0.034
ITGAM,0.770785099,-0.258517623,0.148,0.151,1,0.003
COPS8,0.77144783,-0.121592166,0.102,0.107,1,0.005
VPS33A,0.771576531,-0.228283919,0.102,0.106,1,0.004
MFSD11,0.771720662,-0.278610796,0.148,0.149,1,0.001
TRAPPC2L,0.771769375,-0.203025789,0.17,0.155,1,-0.015
TWF1,0.771935819,-0.194388895,0.144,0.147,1,0.003
APPL1,0.772198932,-0.271763369,0.189,0.187,1,-0.002
KXD1,0.773031692,-0.279134157,0.235,0.224,1,-0.011
ZNF207,0.773416927,-0.092748262,0.314,0.286,1,-0.028
ATF2,0.77386414,-0.116902419,0.114,0.105,1,-0.009
ATP6V0A2,0.773934184,-0.038578518,0.106,0.097,1,-0.009
CHRAC1,0.773997301,-0.227570689,0.148,0.148,1,0
NPC2,0.774601923,-0.196251999,0.152,0.139,1,-0.013
DNAJC7,0.775014765,-0.307160583,0.174,0.171,1,-0.003
OXSR1,0.775042764,-0.094605952,0.102,0.094,1,-0.008
STUB1,0.77579591,0.005921334,0.439,0.389,1,-0.05
NDUFB5,0.775942593,-0.130335753,0.152,0.139,1,-0.013
BCL7B,0.776188562,0.067410188,0.212,0.197,1,-0.015
YLPM1,0.776440867,0.171514926,0.11,0.104,1,-0.006
GLUD1,0.777475076,-0.09955405,0.246,0.225,1,-0.021
PRPF8,0.778456865,-0.031258383,0.33,0.297,1,-0.033
GALNT1,0.778807025,-0.191663621,0.106,0.109,1,0.003
PPP6C,0.779012203,-0.262018098,0.208,0.2,1,-0.008
CREB1,0.78024419,-0.070535927,0.129,0.135,1,0.006
SEPHS2,0.780503908,0.006435904,0.121,0.114,1,-0.007
IGSF8,0.782171945,-0.012454056,0.133,0.123,1,-0.01
CDK12,0.783221237,0.012319985,0.197,0.185,1,-0.012
SPATA13,0.783565216,-0.119500934,0.205,0.188,1,-0.017
ETFA,0.78397444,-0.144604193,0.155,0.158,1,0.003
TBC1D17,0.784076105,-0.073561806,0.102,0.107,1,0.005
RAN,0.784488172,-0.079872235,0.515,0.503,1,-0.012
TFG,0.785229069,-0.076987742,0.106,0.098,1,-0.008
THOC7,0.785653404,-0.127713812,0.178,0.162,1,-0.016
LONP2,0.785796703,-0.040313369,0.186,0.176,1,-0.01
RSF1,0.785952144,-0.068455269,0.299,0.292,1,-0.007
DNAAF2,0.78615807,-0.061689668,0.159,0.147,1,-0.012
MINK1,0.786204293,-0.13761348,0.11,0.113,1,0.003
MEF2D,0.786204293,-0.447681991,0.114,0.113,1,-0.001
YTHDC1,0.786268237,0.014250471,0.265,0.249,1,-0.016
NDUFA11,0.786308724,-0.063748635,0.538,0.499,1,-0.039
SIK3,0.786629631,-0.065246272,0.159,0.149,1,-0.01
MDH2,0.787434832,-0.096532789,0.436,0.404,1,-0.032
HEXIM1,0.788088675,-0.051440632,0.102,0.096,1,-0.006
ATL3,0.788467351,0.031085169,0.125,0.117,1,-0.008
SMARCC1,0.789167832,-0.049169384,0.25,0.231,1,-0.019
PYROXD1,0.789591478,-0.160750986,0.106,0.099,1,-0.007
TNRC6B,0.789622793,-0.058748124,0.261,0.258,1,-0.003
KRCC1,0.789786704,-0.078286509,0.114,0.105,1,-0.009
PRRC2B,0.790119404,-0.32191066,0.25,0.237,1,-0.013
SERPINB9,0.79012129,-0.120361729,0.269,0.263,1,-0.006
C15orf61,0.790169501,-0.21147532,0.174,0.158,1,-0.016
GPR108,0.790323935,-0.25712167,0.193,0.189,1,-0.004
GPBP1L1,0.790330898,-0.044406995,0.129,0.132,1,0.003
SENP6,0.791332612,-0.191939906,0.265,0.255,1,-0.01
ARL5A,0.791758749,-0.201133462,0.277,0.264,1,-0.013
N4BP2L2,0.792006714,-0.098978671,0.462,0.448,1,-0.014
RNF44,0.792114344,-0.196005138,0.182,0.183,1,0.001
RBM4,0.792277761,-0.144921054,0.216,0.196,1,-0.02
CNOT1,0.792538358,-0.165908253,0.178,0.163,1,-0.015
USP14,0.792606701,-0.056383218,0.148,0.138,1,-0.01
PSMA2,0.792615709,-0.053745504,0.288,0.278,1,-0.01
MAP3K3,0.792634895,0.039461418,0.114,0.106,1,-0.008
PCNX1,0.792741551,-0.147934596,0.148,0.136,1,-0.012
TGFB1,0.792773951,-0.036406294,0.841,0.802,1,-0.039
ATP5MD,0.794891892,-0.02100106,0.538,0.489,1,-0.049
PTGES2,0.794910309,-0.240137811,0.121,0.123,1,0.002
HOOK3,0.795120232,0.046002306,0.121,0.115,1,-0.006
CUL4A,0.795301056,-0.071765519,0.212,0.198,1,-0.014
COMMD3,0.79532837,0.007276622,0.167,0.157,1,-0.01
CLSTN1,0.79539019,0.098722176,0.197,0.188,1,-0.009
SRSF4,0.795680345,-0.268924537,0.307,0.287,1,-0.02
RHEB,0.796025843,-0.099547458,0.14,0.129,1,-0.011
WASHC1,0.796353246,-0.097591564,0.269,0.265,1,-0.004
MEI1,0.796533214,0.057111433,0.144,0.136,1,-0.008
SNF8,0.796708086,-0.224840709,0.189,0.186,1,-0.003
CCDC88B,0.796754265,-0.184112629,0.117,0.106,1,-0.011
TOMM5,0.796887196,-0.041676573,0.337,0.307,1,-0.03
HGS,0.797424449,-0.201623238,0.117,0.119,1,0.002
CACYBP,0.798111152,-0.229570786,0.235,0.224,1,-0.011
CPD,0.798274212,-0.004169902,0.178,0.179,1,0.001
KIAA1109,0.799291079,-0.108092431,0.152,0.139,1,-0.013
GOLGA4,0.799437637,-0.067492361,0.326,0.31,1,-0.016
VPS72,0.79970057,0.144207461,0.114,0.108,1,-0.006
CLTC,0.800207648,-0.165522534,0.159,0.158,1,-0.001
VOPP1,0.800406411,-0.153355992,0.239,0.215,1,-0.024
IFT20,0.800618041,-0.149853425,0.102,0.094,1,-0.008
UBA3,0.800663987,0.038487919,0.133,0.125,1,-0.008
CMTM6,0.80082165,-0.159098538,0.208,0.19,1,-0.018
GGNBP2,0.800969858,-0.117395547,0.288,0.282,1,-0.006
ANKRD13D,0.80125528,-0.168790551,0.269,0.244,1,-0.025
NUDT3,0.80128203,-0.272845486,0.148,0.147,1,-0.001
HMGN4,0.801501807,-0.044250189,0.261,0.256,1,-0.005
COMTD1,0.801608352,-0.260032194,0.11,0.113,1,0.003
PPP5C,0.801698565,-0.062764887,0.121,0.123,1,0.002
VTA1,0.801937488,-0.083446025,0.098,0.101,1,0.003
TRIM69,0.802437428,-0.310656611,0.11,0.112,1,0.002
GABARAPL2,0.802531859,-0.057462814,0.322,0.308,1,-0.014
KLHDC3,0.802575925,-0.327387651,0.144,0.141,1,-0.003
STARD3NL,0.802655225,-0.118175325,0.125,0.116,1,-0.009
BLOC1S2,0.80422301,-0.002992521,0.14,0.133,1,-0.007
MICOS10,0.804309771,-0.038399495,0.386,0.349,1,-0.037
MT-CO1,0.804312729,0.023161238,1,0.998,1,-0.002
BHLHE40,0.80435151,-0.111408852,0.39,0.366,1,-0.024
EXOSC1,0.804889852,-0.059801716,0.106,0.098,1,-0.008
PQBP1,0.805293104,0.065465634,0.197,0.188,1,-0.009
PSMA3,0.805319229,-0.140652526,0.178,0.178,1,0
TMEM50B,0.805740603,0.013143348,0.167,0.157,1,-0.01
CEBPZ,0.806002024,0.103032076,0.197,0.186,1,-0.011
VPS35,0.80636543,-0.239532393,0.136,0.136,1,0
GUK1,0.806760132,-0.008890338,0.727,0.695,1,-0.032
SFT2D2,0.806762444,-0.301196611,0.121,0.11,1,-0.011
MOB4,0.807164238,-0.303110364,0.167,0.162,1,-0.005
CDS2,0.807739042,-0.124491928,0.152,0.152,1,0
PSMG2,0.807844042,-0.09533415,0.201,0.197,1,-0.004
POLR2I,0.808330957,-0.135439309,0.182,0.167,1,-0.015
SRRM2,0.809354082,-0.09285582,0.72,0.664,1,-0.056
BBX,0.80939192,-0.173807915,0.208,0.204,1,-0.004
GBP1,0.80981054,-0.115028594,0.152,0.142,1,-0.01
CRELD2,0.810139744,-0.305851738,0.152,0.148,1,-0.004
KIFAP3,0.810225452,-0.1484249,0.11,0.102,1,-0.008
RPIA,0.811715723,-0.179810374,0.159,0.147,1,-0.012
NT5C3A,0.812404082,-0.137483224,0.163,0.15,1,-0.013
GFI1,0.812578782,0.123525539,0.129,0.121,1,-0.008
SMC1A,0.812893448,-0.014361669,0.159,0.152,1,-0.007
TXNDC15,0.813566377,-0.073424566,0.102,0.095,1,-0.007
CNST,0.813922843,-0.03100545,0.14,0.131,1,-0.009
ASXL1,0.814262612,-0.019438611,0.193,0.179,1,-0.014
IMMT,0.814581542,-0.273082149,0.129,0.129,1,0
MSL3,0.814688213,-0.004820944,0.114,0.104,1,-0.01
HEXA,0.815153356,-0.21129442,0.223,0.215,1,-0.008
TMEM141,0.815696117,-0.153441844,0.121,0.112,1,-0.009
USP1,0.816181129,-0.11426779,0.148,0.15,1,0.002
GAK,0.816931515,-0.010062052,0.152,0.142,1,-0.01
ARFGEF1,0.81732486,-0.257329133,0.178,0.174,1,-0.004
ANKRD36C,0.817474764,-0.019224073,0.148,0.14,1,-0.008
MCM3AP,0.818065139,-0.159573566,0.14,0.129,1,-0.011
TARSL2,0.818206594,-0.149125482,0.125,0.126,1,0.001
TXN2,0.818503374,-0.165808465,0.227,0.223,1,-0.004
ADD1,0.81870303,0.011287887,0.333,0.303,1,-0.03
ZNF830,0.81942048,-0.070317915,0.125,0.116,1,-0.009
JMY,0.819698104,-0.257125571,0.102,0.104,1,0.002
MAX,0.819740766,-0.183133389,0.299,0.286,1,-0.013
FAM32A,0.819759491,-0.214353339,0.163,0.162,1,-0.001
CEP350,0.819811227,-0.289822277,0.239,0.224,1,-0.015
CRLF3,0.819899626,-0.130541622,0.136,0.126,1,-0.01
RER1,0.820337728,-0.092959163,0.28,0.259,1,-0.021
PPHLN1,0.820779267,-0.109135189,0.208,0.195,1,-0.013
MAT2A,0.821345213,-0.190197851,0.148,0.149,1,0.001
PPP1R2,0.821578434,-0.158374483,0.333,0.317,1,-0.016
CCDC12,0.822517044,-0.163243891,0.25,0.243,1,-0.007
SNX6,0.822601147,-0.055685922,0.402,0.366,1,-0.036
ZPR1,0.823019698,-0.250825353,0.102,0.103,1,0.001
GTF2F1,0.823057881,-0.056086206,0.182,0.168,1,-0.014
MAP4K5,0.824206237,-0.058458192,0.148,0.14,1,-0.008
RNF139,0.824646913,-0.402042688,0.163,0.158,1,-0.005
ZFR,0.824738157,-0.178978995,0.205,0.199,1,-0.006
TRIM27,0.825184036,-0.081491689,0.125,0.118,1,-0.007
LEMD2,0.825614353,-0.197033218,0.102,0.094,1,-0.008
ZFAND5,0.825617574,-0.202127152,0.17,0.156,1,-0.014
PAFAH1B1,0.825920931,-0.174644084,0.322,0.303,1,-0.019
MRPS24,0.825947941,-0.140354807,0.205,0.202,1,-0.003
ID2,0.826054507,-0.163301046,0.356,0.337,1,-0.019
AKR1B1,0.826362336,-0.189420906,0.239,0.231,1,-0.008
RCN2,0.826450055,-0.164399313,0.208,0.202,1,-0.006
YAF2,0.827171465,-0.17168171,0.11,0.102,1,-0.008
SLC16A7,0.827177203,-0.259487853,0.117,0.108,1,-0.009
EIF2B5,0.82731066,-0.272996707,0.114,0.114,1,0
TTC14,0.827490671,-0.086012374,0.201,0.198,1,-0.003
MEX3C,0.828337806,0.121706832,0.117,0.111,1,-0.006
ARF4,0.828712835,-0.190622655,0.212,0.195,1,-0.017
FRYL,0.828873968,0.047766595,0.178,0.169,1,-0.009
H2AFV,0.829031949,-0.09052406,0.428,0.378,1,-0.05
PIN1,0.829290847,-0.106764009,0.318,0.286,1,-0.032
TBC1D2B,0.830346742,-0.164043973,0.106,0.097,1,-0.009
KDM5A,0.830785294,-0.155802872,0.205,0.204,1,-0.001
NSL1,0.831157583,-0.047183028,0.136,0.129,1,-0.007
SETD3,0.831253802,-0.103872133,0.11,0.102,1,-0.008
ARL2,0.831632424,-0.304693792,0.117,0.117,1,0
SLIRP,0.831929515,-0.238725721,0.114,0.115,1,0.001
CGGBP1,0.832065419,-0.173915679,0.201,0.196,1,-0.005
MIB2,0.832269258,-0.122545013,0.189,0.188,1,-0.001
ARHGDIA,0.832396986,-0.107306591,0.572,0.523,1,-0.049
CLPTM1L,0.832516842,-0.036157941,0.14,0.132,1,-0.008
PTPMT1,0.832777865,-0.151019875,0.117,0.12,1,0.003
GTPBP6,0.833048253,-0.132558263,0.186,0.17,1,-0.016
EVI2B,0.833190036,0.070881728,0.299,0.293,1,-0.006
NOL7,0.833317123,-0.225594312,0.311,0.289,1,-0.022
INO80E,0.833630033,-0.020857274,0.273,0.267,1,-0.006
TOR2A,0.83375615,-0.324318485,0.136,0.135,1,-0.001
ME2,0.833864542,-0.150425344,0.098,0.1,1,0.002
CERK,0.834200633,-0.057986872,0.258,0.239,1,-0.019
PDAP1,0.834264414,-0.271031747,0.277,0.263,1,-0.014
USP28,0.834883589,0.057592012,0.208,0.2,1,-0.008
MRPL33,0.835276232,-0.012598842,0.242,0.236,1,-0.006
C19orf12,0.835294675,-0.025866729,0.121,0.116,1,-0.005
NRBP1,0.835756391,-0.03832868,0.205,0.191,1,-0.014
LSM3,0.835775955,-0.137959728,0.197,0.198,1,0.001
TRIM8,0.836232714,-0.16085201,0.193,0.178,1,-0.015
RPAIN,0.836480813,-0.219174116,0.193,0.176,1,-0.017
SVBP,0.836783461,-0.059018314,0.102,0.096,1,-0.006
ATP5MC2,0.837062642,-0.015610885,0.909,0.844,1,-0.065
IRF1,0.837554058,-0.089649674,0.572,0.532,1,-0.04
YRDC,0.837561924,-0.286061473,0.102,0.103,1,0.001
KIF21A,0.838505408,-0.125254682,0.133,0.134,1,0.001
AZIN1,0.838644306,-0.113267519,0.114,0.106,1,-0.008
STX16,0.838819835,-0.017534948,0.144,0.139,1,-0.005
RAD23B,0.838893802,-0.071661311,0.17,0.161,1,-0.009
FNBP1,0.83920604,-0.114709791,0.405,0.39,1,-0.015
BIRC2,0.83924725,-0.051912802,0.129,0.12,1,-0.009
DERL2,0.839287151,-0.218039118,0.17,0.168,1,-0.002
GTF2E2,0.839458655,-0.238159772,0.148,0.146,1,-0.002
HIPK1,0.839960276,0.179043075,0.106,0.099,1,-0.007
PSMB2,0.840534263,-0.070458358,0.246,0.24,1,-0.006
CDC42SE2,0.840564433,-0.060569644,0.405,0.381,1,-0.024
WSB1,0.841120677,-0.214234004,0.318,0.299,1,-0.019
ANKLE2,0.841811235,-0.117014122,0.133,0.135,1,0.002
RAB5A,0.841820993,-0.173711197,0.152,0.14,1,-0.012
NRDC,0.84183759,-0.178264223,0.208,0.201,1,-0.007
METRNL,0.84190757,-0.103935508,0.11,0.112,1,0.002
SH3BGRL,0.84191537,-0.022010103,0.405,0.372,1,-0.033
ATP5MF,0.842501679,-0.069979946,0.451,0.41,1,-0.041
MRPL24,0.842694551,-0.263052225,0.117,0.108,1,-0.009
BCL11B,0.842982493,-0.081657324,0.352,0.312,1,-0.04
MRPL18,0.843202449,0.097016954,0.117,0.111,1,-0.006
WASF2,0.84337831,-0.050990711,0.413,0.372,1,-0.041
MOGS,0.84347353,0.007590579,0.148,0.139,1,-0.009
HDAC3,0.844147061,-0.085542468,0.136,0.127,1,-0.009
ADIPOR2,0.844200121,-0.126459965,0.098,0.1,1,0.002
ATP6V0D1,0.844607702,-0.071414539,0.155,0.159,1,0.004
CLPX,0.844729066,-0.327639889,0.102,0.102,1,0
FAM50A,0.844766266,-0.272275384,0.201,0.194,1,-0.007
CCDC137,0.844767531,-0.091687325,0.117,0.109,1,-0.008
TMED9,0.845140737,-0.118755082,0.424,0.393,1,-0.031
THUMPD1,0.84548954,-0.210251536,0.223,0.213,1,-0.01
UBLCP1,0.845510016,-0.014403996,0.152,0.143,1,-0.009
DRG2,0.84609198,-0.180160223,0.133,0.125,1,-0.008
KPNA3,0.84749255,-0.273803058,0.114,0.114,1,0
BCCIP,0.847946326,-0.292201322,0.133,0.131,1,-0.002
RUVBL1,0.847983214,-0.18985158,0.098,0.1,1,0.002
POM121,0.848203321,-0.135543173,0.114,0.116,1,0.002
AP2S1,0.848492792,-0.096506543,0.314,0.293,1,-0.021
PEF1,0.848597369,-0.193097738,0.152,0.15,1,-0.002
CCNDBP1,0.848714443,-0.020702724,0.288,0.267,1,-0.021
GOSR1,0.848883051,-0.235421712,0.102,0.104,1,0.002
BTBD6,0.849600882,-0.248429878,0.106,0.106,1,0
NDUFB9,0.850008333,-0.09963965,0.53,0.487,1,-0.043
NUP42,0.850314154,-0.174421655,0.121,0.112,1,-0.009
CD300A,0.850418949,-0.183146276,0.242,0.219,1,-0.023
KIAA1143,0.851207868,-0.00580406,0.125,0.117,1,-0.008
IREB2,0.851739527,-0.092475338,0.121,0.124,1,0.003
PIGC,0.851813196,-0.166015241,0.136,0.127,1,-0.009
UQCRC1,0.852131678,-0.162604334,0.273,0.257,1,-0.016
FYTTD1,0.853072918,-0.167429892,0.174,0.173,1,-0.001
EPC2,0.853312087,-0.142200586,0.129,0.121,1,-0.008
MPHOSPH8,0.853649421,-0.157833121,0.436,0.402,1,-0.034
MTF2,0.8543566,-0.050413342,0.114,0.108,1,-0.006
SCAND1,0.854464582,-0.05550202,0.436,0.389,1,-0.047
SIRT7,0.854536903,-0.269175992,0.17,0.168,1,-0.002
PKN1,0.855174242,-0.079191367,0.405,0.376,1,-0.029
PUM1,0.855210761,-0.085264133,0.193,0.179,1,-0.014
ENSA,0.855580191,-0.065021031,0.36,0.325,1,-0.035
TMED5,0.855772474,-0.181392903,0.208,0.203,1,-0.005
COX6B1,0.855814257,-0.023325043,0.697,0.659,1,-0.038
AMD1,0.855876665,-0.194017354,0.201,0.196,1,-0.005
PDCD6IP,0.856255168,-0.041442112,0.212,0.196,1,-0.016
ANO6,0.856651777,-0.226375879,0.11,0.11,1,0
DTX3,0.857052822,-0.083608752,0.11,0.103,1,-0.007
COX7B,0.857450052,-0.140688756,0.436,0.395,1,-0.041
NIFK,0.857629344,-0.145276216,0.14,0.131,1,-0.009
PCNT,0.857702208,0.115442398,0.102,0.097,1,-0.005
COPS5,0.857886773,-0.024882667,0.223,0.21,1,-0.013
TMEM50A,0.858369415,-0.002760378,0.511,0.475,1,-0.036
RNPEPL1,0.858407855,-0.026253093,0.413,0.385,1,-0.028
ZMAT2,0.858471961,-0.254480438,0.242,0.234,1,-0.008
ZBTB8OS,0.858638107,-0.190978455,0.163,0.16,1,-0.003
FOSB,0.85866663,0.174600682,0.307,0.301,1,-0.006
CD2BP2,0.859265857,-0.130455803,0.167,0.167,1,0
YTHDF2,0.859707091,-0.118879693,0.227,0.209,1,-0.018
RFC1,0.861263528,-0.231139917,0.205,0.198,1,-0.007
CPNE1,0.861723287,-0.015640941,0.254,0.239,1,-0.015
SNRNP200,0.86226942,-0.112964388,0.254,0.236,1,-0.018
FCHSD1,0.862797351,-0.235309,0.11,0.108,1,-0.002
AIDA,0.862879905,-0.046276971,0.102,0.098,1,-0.004
NDUFA12,0.863044088,-0.097121451,0.292,0.264,1,-0.028
MYD88,0.863053331,-0.165522249,0.17,0.168,1,-0.002
MRPL43,0.863106877,-0.132535115,0.261,0.238,1,-0.023
TUFM,0.863197464,-0.122634097,0.473,0.44,1,-0.033
TRPM7,0.865124514,0.006804947,0.136,0.139,1,0.003
UNC45A,0.865203337,-0.26076647,0.11,0.11,1,0
CHD3,0.865579242,-0.054027653,0.265,0.247,1,-0.018
SEC24C,0.865944017,-0.051567674,0.117,0.112,1,-0.005
AAMP,0.865991974,-0.086960447,0.14,0.142,1,0.002
CCPG1,0.866008821,-0.165993161,0.117,0.118,1,0.001
EPC1,0.866031822,-0.047621433,0.549,0.498,1,-0.051
ERBIN,0.866057479,-0.22370155,0.133,0.123,1,-0.01
ANP32A,0.866217565,-0.040660681,0.314,0.295,1,-0.019
RC3H2,0.866315933,-0.234357957,0.133,0.131,1,-0.002
GNB1,0.866664254,-0.051684229,0.371,0.355,1,-0.016
RNF38,0.866741098,-0.243440637,0.129,0.119,1,-0.01
SNRPC,0.866764109,-0.114572962,0.258,0.238,1,-0.02
TBCC,0.866985997,-0.148517785,0.231,0.224,1,-0.007
RNF125,0.867030645,-0.213414585,0.273,0.26,1,-0.013
ANKRD49,0.86714704,-0.243715111,0.136,0.135,1,-0.001
EIF4H,0.867412296,-0.052767681,0.311,0.299,1,-0.012
EXOC4,0.867522823,-0.17656789,0.144,0.133,1,-0.011
PHF14,0.867765304,-0.102302918,0.178,0.167,1,-0.011
OPTN,0.867911446,-0.079332707,0.36,0.324,1,-0.036
EIF5,0.868179403,-0.045771429,0.409,0.375,1,-0.034
ZBTB1,0.868445134,-0.086327806,0.193,0.181,1,-0.012
NDUFB1,0.868674974,0.022967056,0.288,0.272,1,-0.016
RNF115,0.869369819,-0.155489138,0.197,0.196,1,-0.001
H2AFY,0.869879778,-0.164227668,0.25,0.229,1,-0.021
SNW1,0.869928703,0.01603248,0.178,0.168,1,-0.01
DEGS1,0.869953637,-0.033526513,0.102,0.104,1,0.002
DNAJC21,0.870299197,-0.084427902,0.189,0.177,1,-0.012
CHTOP,0.870833603,-0.155050413,0.11,0.111,1,0.001
CHMP3,0.87085679,-0.145820146,0.144,0.135,1,-0.009
MESD,0.871026116,-0.186280413,0.212,0.193,1,-0.019
PITHD1,0.87107156,-0.13931076,0.201,0.201,1,0
MGST3,0.872847933,-0.080206932,0.322,0.294,1,-0.028
WRNIP1,0.873857987,-0.162528329,0.14,0.138,1,-0.002
PRKRIP1,0.874102777,-0.057322966,0.14,0.133,1,-0.007
CSKMT,0.874167115,-0.013220053,0.121,0.116,1,-0.005
CIZ1,0.874177431,-0.1259968,0.121,0.114,1,-0.007
POLR2J,0.874314791,-0.296462679,0.159,0.154,1,-0.005
SLAIN2,0.874775187,-0.162006732,0.133,0.125,1,-0.008
UBE2Z,0.875044606,-0.195938534,0.125,0.124,1,-0.001
ZNF800,0.875261279,-0.10177306,0.322,0.303,1,-0.019
IQSEC1,0.875472734,-0.226421378,0.155,0.151,1,-0.004
FAM172A,0.876053279,-0.20262668,0.136,0.127,1,-0.009
MAP3K5,0.876392494,-0.135477695,0.129,0.123,1,-0.006
MON1B,0.877422476,-0.279979191,0.102,0.095,1,-0.007
MAD1L1,0.877456166,-0.207072821,0.254,0.244,1,-0.01
MPV17,0.877642393,-0.06731138,0.121,0.124,1,0.003
SOD2,0.878222427,-0.193353131,0.159,0.148,1,-0.011
CAPN2,0.878390425,-0.102352068,0.451,0.412,1,-0.039
RANBP1,0.878433477,-0.124288613,0.22,0.209,1,-0.011
ZNF511,0.878484075,-0.154453785,0.121,0.114,1,-0.007
NUBP2,0.878669809,-0.130281906,0.212,0.195,1,-0.017
RFXANK,0.878947367,-0.094174002,0.133,0.124,1,-0.009
CTSB,0.879327351,-0.208088992,0.106,0.1,1,-0.006
BST2,0.880051549,0.103440048,0.402,0.37,1,-0.032
KIAA1191,0.880291036,-0.241730363,0.102,0.095,1,-0.007
ATXN2L,0.88034411,-0.12614287,0.277,0.256,1,-0.021
POP5,0.8807425,-0.166122361,0.174,0.164,1,-0.01
MAP7D1,0.880816205,-0.11810928,0.239,0.235,1,-0.004
EMC7,0.88100545,-0.110370098,0.216,0.203,1,-0.013
CYTOR,0.881726673,-0.092211099,0.383,0.346,1,-0.037
MRPL41,0.882195835,-0.051444397,0.299,0.279,1,-0.02
SLC39A13,0.882248377,-0.123052524,0.102,0.096,1,-0.006
MTCH2,0.882505662,-0.072583415,0.102,0.098,1,-0.004
ZNF24,0.882536545,-0.145647267,0.216,0.2,1,-0.016
WDR26,0.882736561,0.072982784,0.117,0.114,1,-0.003
CBX3,0.882774934,-0.08043826,0.299,0.282,1,-0.017
CIAO2A,0.882880232,-0.242523971,0.163,0.158,1,-0.005
MIA2,0.883133634,-0.147081174,0.17,0.16,1,-0.01
PREB,0.883201752,-0.359763634,0.144,0.139,1,-0.005
HNRNPD,0.883639909,0.093301263,0.402,0.385,1,-0.017
UQCRFS1,0.884109675,0.023156965,0.371,0.355,1,-0.016
FPGS,0.884316254,-0.117437502,0.133,0.132,1,-0.001
CCM2,0.884326249,-0.07768979,0.208,0.193,1,-0.015
YARS,0.884416269,-0.195927286,0.212,0.202,1,-0.01
NDUFA5,0.884601715,0.002760878,0.189,0.184,1,-0.005
TAF3,0.88562333,-0.238932814,0.148,0.144,1,-0.004
CMPK1,0.885938892,-0.133726668,0.386,0.356,1,-0.03
HMCES,0.885970171,-0.123859239,0.11,0.111,1,0.001
NSFL1C,0.886478332,-0.148584439,0.144,0.137,1,-0.007
CD58,0.886649339,-0.01010122,0.163,0.155,1,-0.008
H2AFX,0.88720839,-0.181120338,0.163,0.154,1,-0.009
SARNP,0.887677384,-0.167585054,0.152,0.15,1,-0.002
KCNAB2,0.888181829,-0.072194844,0.311,0.301,1,-0.01
INPP5D,0.888572641,-0.130532171,0.242,0.231,1,-0.011
MED30,0.8887657,0.031303928,0.178,0.179,1,0.001
DNASE2,0.889614479,-0.16121229,0.14,0.133,1,-0.007
YIF1A,0.890082951,-0.084848961,0.136,0.13,1,-0.006
ANP32E,0.890506564,-0.171431888,0.299,0.267,1,-0.032
FLI1,0.89062041,-0.228325984,0.292,0.273,1,-0.019
CBLL1,0.890636224,-0.091164141,0.11,0.111,1,0.001
ACAA1,0.891416826,-0.157744828,0.17,0.166,1,-0.004
TUT7,0.891830492,-0.159386164,0.152,0.142,1,-0.01
SHARPIN,0.893459565,-0.055417628,0.223,0.208,1,-0.015
TMUB1,0.89367237,-0.179458679,0.25,0.237,1,-0.013
YIF1B,0.893965911,-0.202956914,0.114,0.112,1,-0.002
SLC25A11,0.893983052,0.06699782,0.114,0.109,1,-0.005
UQCRH,0.894262879,-0.053589217,0.519,0.465,1,-0.054
DDX24,0.894746701,-0.05167434,0.564,0.528,1,-0.036
BAZ2A,0.895006028,-0.221993645,0.223,0.213,1,-0.01
RALGAPA1,0.8952025,0.048668932,0.163,0.164,1,0.001
ERCC1,0.895337636,-0.219679828,0.121,0.114,1,-0.007
C1GALT1,0.895367,-0.129978356,0.189,0.18,1,-0.009
LRPPRC,0.89566259,-0.097879421,0.129,0.128,1,-0.001
POLDIP2,0.895663716,-0.241426396,0.106,0.106,1,0
TTC3,0.895764438,-0.136341693,0.205,0.199,1,-0.006
LSM2,0.895834446,-0.167817204,0.17,0.162,1,-0.008
ATXN7L3B,0.895962308,-0.023031701,0.163,0.157,1,-0.006
